suite,task_id,trial_id,success,executed_steps,waves,elapsed_seconds,mean_inference_wave_seconds,actions_finite,model_seed,environment_seed,max_steps,solver_release_policy,model_seed_rule,task_description,trajectory
libero_spatial,0,0,False,480,60,149.0377566170646,2.421588479655749,True,0,0,480,uniform,fixed,pick up the black bowl between the plate and the ramekin and place it on the plate,/home/deepcybo-lite/peize/DreamZero-FBFM-LIBERO/results/dmzr_weight_aux_5ep/rms_0076376/tasks/libero_spatial/task_000/trajectories/trial_000.npz
libero_spatial,0,1,True,128,16,41.10849718004465,2.3682162219877627,True,0,0,480,uniform,fixed,pick up the black bowl between the plate and the ramekin and place it on the plate,/home/deepcybo-lite/peize/DreamZero-FBFM-LIBERO/results/dmzr_weight_aux_5ep/rms_0076376/tasks/libero_spatial/task_000/trajectories/trial_001.npz
libero_spatial,0,2,True,98,13,32.12220212002285,2.23636082986403,True,0,0,480,uniform,fixed,pick up the black bowl between the plate and the ramekin and place it on the plate,/home/deepcybo-lite/peize/DreamZero-FBFM-LIBERO/results/dmzr_weight_aux_5ep/rms_0076376/tasks/libero_spatial/task_000/trajectories/trial_002.npz
libero_spatial,0,3,True,131,17,42.2154076580191,2.2970540862103612,True,0,0,480,uniform,fixed,pick up the black bowl between the plate and the ramekin and place it on the plate,/home/deepcybo-lite/peize/DreamZero-FBFM-LIBERO/results/dmzr_weight_aux_5ep/rms_0076376/tasks/libero_spatial/task_000/trajectories/trial_003.npz
libero_spatial,0,4,True,234,30,73.77178048097994,2.347807032608187,True,0,0,480,uniform,fixed,pick up the black bowl between the plate and the ramekin and place it on the plate,/home/deepcybo-lite/peize/DreamZero-FBFM-LIBERO/results/dmzr_weight_aux_5ep/rms_0076376/tasks/libero_spatial/task_000/trajectories/trial_004.npz
libero_spatial,1,0,True,140,18,45.37578384601511,2.3406931868950394,True,0,0,480,uniform,fixed,pick up the black bowl next to the ramekin and place it on the plate,/home/deepcybo-lite/peize/DreamZero-FBFM-LIBERO/results/dmzr_weight_aux_5ep/rms_0076376/tasks/libero_spatial/task_001/trajectories/trial_000.npz
libero_spatial,1,1,True,177,23,56.57762442401145,2.3189713592485837,True,0,0,480,uniform,fixed,pick up the black bowl next to the ramekin and place it on the plate,/home/deepcybo-lite/peize/DreamZero-FBFM-LIBERO/results/dmzr_weight_aux_5ep/rms_0076376/tasks/libero_spatial/task_001/trajectories/trial_001.npz
libero_spatial,1,2,True,164,21,52.518118159030564,2.3463811318929815,True,0,0,480,uniform,fixed,pick up the black bowl next to the ramekin and place it on the plate,/home/deepcybo-lite/peize/DreamZero-FBFM-LIBERO/results/dmzr_weight_aux_5ep/rms_0076376/tasks/libero_spatial/task_001/trajectories/trial_002.npz
libero_spatial,1,3,False,480,60,149.27983113296796,2.426324507780755,True,0,0,480,uniform,fixed,pick up the black bowl next to the ramekin and place it on the plate,/home/deepcybo-lite/peize/DreamZero-FBFM-LIBERO/results/dmzr_weight_aux_5ep/rms_0076376/tasks/libero_spatial/task_001/trajectories/trial_003.npz
libero_spatial,1,4,False,480,60,149.1671592380153,2.424708045297684,True,0,0,480,uniform,fixed,pick up the black bowl next to the ramekin and place it on the plate,/home/deepcybo-lite/peize/DreamZero-FBFM-LIBERO/results/dmzr_weight_aux_5ep/rms_0076376/tasks/libero_spatial/task_001/trajectories/trial_004.npz
libero_spatial,2,0,True,98,13,32.11319875589106,2.232280649702131,True,0,0,480,uniform,fixed,pick up the black bowl from table center and place it on the plate,/home/deepcybo-lite/peize/DreamZero-FBFM-LIBERO/results/dmzr_weight_aux_5ep/rms_0076376/tasks/libero_spatial/task_002/trajectories/trial_000.npz
libero_spatial,2,1,True,114,15,36.856287470902316,2.2512001599243376,True,0,0,480,uniform,fixed,pick up the black bowl from table center and place it on the plate,/home/deepcybo-lite/peize/DreamZero-FBFM-LIBERO/results/dmzr_weight_aux_5ep/rms_0076376/tasks/libero_spatial/task_002/trajectories/trial_001.npz
libero_spatial,2,2,True,146,19,46.72127720806748,2.292114263388794,True,0,0,480,uniform,fixed,pick up the black bowl from table center and place it on the plate,/home/deepcybo-lite/peize/DreamZero-FBFM-LIBERO/results/dmzr_weight_aux_5ep/rms_0076376/tasks/libero_spatial/task_002/trajectories/trial_002.npz
libero_spatial,2,3,True,133,17,43.28612778603565,2.356942272551047,True,0,0,480,uniform,fixed,pick up the black bowl from table center and place it on the plate,/home/deepcybo-lite/peize/DreamZero-FBFM-LIBERO/results/dmzr_weight_aux_5ep/rms_0076376/tasks/libero_spatial/task_002/trajectories/trial_003.npz
libero_spatial,2,4,True,112,14,36.26312373008113,2.3612564199992145,True,0,0,480,uniform,fixed,pick up the black bowl from table center and place it on the plate,/home/deepcybo-lite/peize/DreamZero-FBFM-LIBERO/results/dmzr_weight_aux_5ep/rms_0076376/tasks/libero_spatial/task_002/trajectories/trial_004.npz
libero_spatial,3,0,True,92,12,30.55411806702614,2.2852110289879,True,0,0,480,uniform,fixed,pick up the black bowl on the cookie box and place it on the plate,/home/deepcybo-lite/peize/DreamZero-FBFM-LIBERO/results/dmzr_weight_aux_5ep/rms_0076376/tasks/libero_spatial/task_003/trajectories/trial_000.npz
libero_spatial,3,1,True,147,19,47.23743920295965,2.3180158519593532,True,0,0,480,uniform,fixed,pick up the black bowl on the cookie box and place it on the plate,/home/deepcybo-lite/peize/DreamZero-FBFM-LIBERO/results/dmzr_weight_aux_5ep/rms_0076376/tasks/libero_spatial/task_003/trajectories/trial_001.npz
libero_spatial,3,2,False,480,60,149.18979630002286,2.4246286870892635,True,0,0,480,uniform,fixed,pick up the black bowl on the cookie box and place it on the plate,/home/deepcybo-lite/peize/DreamZero-FBFM-LIBERO/results/dmzr_weight_aux_5ep/rms_0076376/tasks/libero_spatial/task_003/trajectories/trial_002.npz
libero_spatial,3,3,False,480,60,149.42750030301977,2.4284150298516893,True,0,0,480,uniform,fixed,pick up the black bowl on the cookie box and place it on the plate,/home/deepcybo-lite/peize/DreamZero-FBFM-LIBERO/results/dmzr_weight_aux_5ep/rms_0076376/tasks/libero_spatial/task_003/trajectories/trial_003.npz
libero_spatial,3,4,True,104,13,33.79345714091323,2.354672810278966,True,0,0,480,uniform,fixed,pick up the black bowl on the cookie box and place it on the plate,/home/deepcybo-lite/peize/DreamZero-FBFM-LIBERO/results/dmzr_weight_aux_5ep/rms_0076376/tasks/libero_spatial/task_003/trajectories/trial_004.npz
libero_spatial,4,0,False,480,60,149.678257404943,2.432242148843991,True,0,0,480,uniform,fixed,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,/home/deepcybo-lite/peize/DreamZero-FBFM-LIBERO/results/dmzr_weight_aux_5ep/rms_0076376/tasks/libero_spatial/task_004/trajectories/trial_000.npz
libero_spatial,4,1,False,480,60,149.75729887990747,2.4339991477222687,True,0,0,480,uniform,fixed,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,/home/deepcybo-lite/peize/DreamZero-FBFM-LIBERO/results/dmzr_weight_aux_5ep/rms_0076376/tasks/libero_spatial/task_004/trajectories/trial_001.npz
libero_spatial,4,2,False,480,60,149.33241530507803,2.427119998053312,True,0,0,480,uniform,fixed,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,/home/deepcybo-lite/peize/DreamZero-FBFM-LIBERO/results/dmzr_weight_aux_5ep/rms_0076376/tasks/libero_spatial/task_004/trajectories/trial_002.npz
libero_spatial,4,3,False,480,60,149.59644942102022,2.4311355877892864,True,0,0,480,uniform,fixed,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,/home/deepcybo-lite/peize/DreamZero-FBFM-LIBERO/results/dmzr_weight_aux_5ep/rms_0076376/tasks/libero_spatial/task_004/trajectories/trial_003.npz
libero_spatial,4,4,False,480,60,149.5981395719573,2.431531552824604,True,0,0,480,uniform,fixed,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,/home/deepcybo-lite/peize/DreamZero-FBFM-LIBERO/results/dmzr_weight_aux_5ep/rms_0076376/tasks/libero_spatial/task_004/trajectories/trial_004.npz
libero_spatial,5,0,False,480,60,149.83437002100982,2.434389199300089,True,0,0,480,uniform,fixed,pick up the black bowl on the ramekin and place it on the plate,/home/deepcybo-lite/peize/DreamZero-FBFM-LIBERO/results/dmzr_weight_aux_5ep/rms_0076376/tasks/libero_spatial/task_005/trajectories/trial_000.npz
libero_spatial,5,1,False,480,60,149.41978976200335,2.4282662664524843,True,0,0,480,uniform,fixed,pick up the black bowl on the ramekin and place it on the plate,/home/deepcybo-lite/peize/DreamZero-FBFM-LIBERO/results/dmzr_weight_aux_5ep/rms_0076376/tasks/libero_spatial/task_005/trajectories/trial_001.npz
libero_spatial,5,2,True,291,37,91.7438808369916,2.386251859755966,True,0,0,480,uniform,fixed,pick up the black bowl on the ramekin and place it on the plate,/home/deepcybo-lite/peize/DreamZero-FBFM-LIBERO/results/dmzr_weight_aux_5ep/rms_0076376/tasks/libero_spatial/task_005/trajectories/trial_002.npz
libero_spatial,5,3,False,480,60,149.02367049409077,2.421813116624539,True,0,0,480,uniform,fixed,pick up the black bowl on the ramekin and place it on the plate,/home/deepcybo-lite/peize/DreamZero-FBFM-LIBERO/results/dmzr_weight_aux_5ep/rms_0076376/tasks/libero_spatial/task_005/trajectories/trial_003.npz
libero_spatial,5,4,True,364,46,114.1946370289661,2.405149914884068,True,0,0,480,uniform,fixed,pick up the black bowl on the ramekin and place it on the plate,/home/deepcybo-lite/peize/DreamZero-FBFM-LIBERO/results/dmzr_weight_aux_5ep/rms_0076376/tasks/libero_spatial/task_005/trajectories/trial_004.npz
libero_spatial,6,0,False,480,60,148.92567105800845,2.4201064697890464,True,0,0,480,uniform,fixed,pick up the black bowl next to the cookie box and place it on the plate,/home/deepcybo-lite/peize/DreamZero-FBFM-LIBERO/results/dmzr_weight_aux_5ep/rms_0076376/tasks/libero_spatial/task_006/trajectories/trial_000.npz
libero_spatial,6,1,True,115,15,37.41443987400271,2.2837737088120775,True,0,0,480,uniform,fixed,pick up the black bowl next to the cookie box and place it on the plate,/home/deepcybo-lite/peize/DreamZero-FBFM-LIBERO/results/dmzr_weight_aux_5ep/rms_0076376/tasks/libero_spatial/task_006/trajectories/trial_001.npz
libero_spatial,6,2,True,109,14,35.55376963398885,2.315043745135578,True,0,0,480,uniform,fixed,pick up the black bowl next to the cookie box and place it on the plate,/home/deepcybo-lite/peize/DreamZero-FBFM-LIBERO/results/dmzr_weight_aux_5ep/rms_0076376/tasks/libero_spatial/task_006/trajectories/trial_002.npz
libero_spatial,6,3,True,111,14,36.02328679501079,2.34590856092982,True,0,0,480,uniform,fixed,pick up the black bowl next to the cookie box and place it on the plate,/home/deepcybo-lite/peize/DreamZero-FBFM-LIBERO/results/dmzr_weight_aux_5ep/rms_0076376/tasks/libero_spatial/task_006/trajectories/trial_003.npz
libero_spatial,6,4,True,114,15,36.870674022007734,2.251054805179592,True,0,0,480,uniform,fixed,pick up the black bowl next to the cookie box and place it on the plate,/home/deepcybo-lite/peize/DreamZero-FBFM-LIBERO/results/dmzr_weight_aux_5ep/rms_0076376/tasks/libero_spatial/task_006/trajectories/trial_004.npz
libero_spatial,7,0,True,189,24,60.49331644899212,2.3808045371761546,True,0,0,480,uniform,fixed,pick up the black bowl on the stove and place it on the plate,/home/deepcybo-lite/peize/DreamZero-FBFM-LIBERO/results/dmzr_weight_aux_5ep/rms_0076376/tasks/libero_spatial/task_007/trajectories/trial_000.npz
libero_spatial,7,1,False,480,60,149.37219904898666,2.426981586199559,True,0,0,480,uniform,fixed,pick up the black bowl on the stove and place it on the plate,/home/deepcybo-lite/peize/DreamZero-FBFM-LIBERO/results/dmzr_weight_aux_5ep/rms_0076376/tasks/libero_spatial/task_007/trajectories/trial_001.npz
libero_spatial,7,2,True,120,15,38.828642514999956,2.373944370614481,True,0,0,480,uniform,fixed,pick up the black bowl on the stove and place it on the plate,/home/deepcybo-lite/peize/DreamZero-FBFM-LIBERO/results/dmzr_weight_aux_5ep/rms_0076376/tasks/libero_spatial/task_007/trajectories/trial_002.npz
libero_spatial,7,3,True,117,15,38.28022598195821,2.339056142125628,True,0,0,480,uniform,fixed,pick up the black bowl on the stove and place it on the plate,/home/deepcybo-lite/peize/DreamZero-FBFM-LIBERO/results/dmzr_weight_aux_5ep/rms_0076376/tasks/libero_spatial/task_007/trajectories/trial_003.npz
libero_spatial,7,4,True,116,15,37.767661181045696,2.3073976829473395,True,0,0,480,uniform,fixed,pick up the black bowl on the stove and place it on the plate,/home/deepcybo-lite/peize/DreamZero-FBFM-LIBERO/results/dmzr_weight_aux_5ep/rms_0076376/tasks/libero_spatial/task_007/trajectories/trial_004.npz
libero_spatial,8,0,False,480,60,149.29069055407308,2.426019406762951,True,0,0,480,uniform,fixed,pick up the black bowl next to the plate and place it on the plate,/home/deepcybo-lite/peize/DreamZero-FBFM-LIBERO/results/dmzr_weight_aux_5ep/rms_0076376/tasks/libero_spatial/task_008/trajectories/trial_000.npz
libero_spatial,8,1,True,109,14,35.71660529903602,2.324812140734866,True,0,0,480,uniform,fixed,pick up the black bowl next to the plate and place it on the plate,/home/deepcybo-lite/peize/DreamZero-FBFM-LIBERO/results/dmzr_weight_aux_5ep/rms_0076376/tasks/libero_spatial/task_008/trajectories/trial_001.npz
libero_spatial,8,2,True,171,22,54.67402969300747,2.3359267038556384,True,0,0,480,uniform,fixed,pick up the black bowl next to the plate and place it on the plate,/home/deepcybo-lite/peize/DreamZero-FBFM-LIBERO/results/dmzr_weight_aux_5ep/rms_0076376/tasks/libero_spatial/task_008/trajectories/trial_002.npz
libero_spatial,8,3,True,112,14,36.37891056993976,2.3675272294087337,True,0,0,480,uniform,fixed,pick up the black bowl next to the plate and place it on the plate,/home/deepcybo-lite/peize/DreamZero-FBFM-LIBERO/results/dmzr_weight_aux_5ep/rms_0076376/tasks/libero_spatial/task_008/trajectories/trial_003.npz
libero_spatial,8,4,True,173,22,55.276130271027796,2.3636419213852724,True,0,0,480,uniform,fixed,pick up the black bowl next to the plate and place it on the plate,/home/deepcybo-lite/peize/DreamZero-FBFM-LIBERO/results/dmzr_weight_aux_5ep/rms_0076376/tasks/libero_spatial/task_008/trajectories/trial_004.npz
libero_spatial,9,0,False,480,60,149.10923728498165,2.4227790559535145,True,0,0,480,uniform,fixed,pick up the black bowl on the wooden cabinet and place it on the plate,/home/deepcybo-lite/peize/DreamZero-FBFM-LIBERO/results/dmzr_weight_aux_5ep/rms_0076376/tasks/libero_spatial/task_009/trajectories/trial_000.npz
libero_spatial,9,1,False,480,60,149.34732916892972,2.4259795096920436,True,0,0,480,uniform,fixed,pick up the black bowl on the wooden cabinet and place it on the plate,/home/deepcybo-lite/peize/DreamZero-FBFM-LIBERO/results/dmzr_weight_aux_5ep/rms_0076376/tasks/libero_spatial/task_009/trajectories/trial_001.npz
libero_spatial,9,2,False,480,60,149.05833737901412,2.4224908743149096,True,0,0,480,uniform,fixed,pick up the black bowl on the wooden cabinet and place it on the plate,/home/deepcybo-lite/peize/DreamZero-FBFM-LIBERO/results/dmzr_weight_aux_5ep/rms_0076376/tasks/libero_spatial/task_009/trajectories/trial_002.npz
libero_spatial,9,3,True,231,29,72.9583579810569,2.3985221741177765,True,0,0,480,uniform,fixed,pick up the black bowl on the wooden cabinet and place it on the plate,/home/deepcybo-lite/peize/DreamZero-FBFM-LIBERO/results/dmzr_weight_aux_5ep/rms_0076376/tasks/libero_spatial/task_009/trajectories/trial_003.npz
libero_spatial,9,4,False,480,60,149.19944396894425,2.424292836517676,True,0,0,480,uniform,fixed,pick up the black bowl on the wooden cabinet and place it on the plate,/home/deepcybo-lite/peize/DreamZero-FBFM-LIBERO/results/dmzr_weight_aux_5ep/rms_0076376/tasks/libero_spatial/task_009/trajectories/trial_004.npz
libero_object,0,0,True,177,23,55.913431963999756,2.2942630117031513,True,0,0,480,uniform,fixed,pick up the alphabet soup and place it in the basket,/home/deepcybo-lite/peize/DreamZero-FBFM-LIBERO/results/dmzr_weight_aux_5ep/rms_0076376/tasks/libero_object/task_000/trajectories/trial_000.npz
libero_object,0,1,False,480,60,147.6798793040216,2.4015752997642505,True,0,0,480,uniform,fixed,pick up the alphabet soup and place it in the basket,/home/deepcybo-lite/peize/DreamZero-FBFM-LIBERO/results/dmzr_weight_aux_5ep/rms_0076376/tasks/libero_object/task_000/trajectories/trial_001.npz
libero_object,0,2,True,395,50,122.23372590704821,2.375745330145126,True,0,0,480,uniform,fixed,pick up the alphabet soup and place it in the basket,/home/deepcybo-lite/peize/DreamZero-FBFM-LIBERO/results/dmzr_weight_aux_5ep/rms_0076376/tasks/libero_object/task_000/trajectories/trial_002.npz
libero_object,0,3,True,244,31,76.5549219789682,2.364448998006992,True,0,0,480,uniform,fixed,pick up the alphabet soup and place it in the basket,/home/deepcybo-lite/peize/DreamZero-FBFM-LIBERO/results/dmzr_weight_aux_5ep/rms_0076376/tasks/libero_object/task_000/trajectories/trial_003.npz
libero_object,0,4,True,230,29,72.09645965602249,2.375481573465125,True,0,0,480,uniform,fixed,pick up the alphabet soup and place it in the basket,/home/deepcybo-lite/peize/DreamZero-FBFM-LIBERO/results/dmzr_weight_aux_5ep/rms_0076376/tasks/libero_object/task_000/trajectories/trial_004.npz
libero_object,1,0,True,145,19,46.10662675101776,2.265008945792215,True,0,0,480,uniform,fixed,pick up the cream cheese and place it in the basket,/home/deepcybo-lite/peize/DreamZero-FBFM-LIBERO/results/dmzr_weight_aux_5ep/rms_0076376/tasks/libero_object/task_001/trajectories/trial_000.npz
libero_object,1,1,True,218,28,68.09315226308536,2.3189586657139567,True,0,0,480,uniform,fixed,pick up the cream cheese and place it in the basket,/home/deepcybo-lite/peize/DreamZero-FBFM-LIBERO/results/dmzr_weight_aux_5ep/rms_0076376/tasks/libero_object/task_001/trajectories/trial_001.npz
libero_object,1,2,False,480,60,147.51535710098688,2.399483793443756,True,0,0,480,uniform,fixed,pick up the cream cheese and place it in the basket,/home/deepcybo-lite/peize/DreamZero-FBFM-LIBERO/results/dmzr_weight_aux_5ep/rms_0076376/tasks/libero_object/task_001/trajectories/trial_002.npz
libero_object,1,3,True,339,43,105.04908581695054,2.365008326996097,True,0,0,480,uniform,fixed,pick up the cream cheese and place it in the basket,/home/deepcybo-lite/peize/DreamZero-FBFM-LIBERO/results/dmzr_weight_aux_5ep/rms_0076376/tasks/libero_object/task_001/trajectories/trial_003.npz
libero_object,1,4,True,184,23,57.64605569303967,2.3678720881725894,True,0,0,480,uniform,fixed,pick up the cream cheese and place it in the basket,/home/deepcybo-lite/peize/DreamZero-FBFM-LIBERO/results/dmzr_weight_aux_5ep/rms_0076376/tasks/libero_object/task_001/trajectories/trial_004.npz
libero_object,2,0,True,135,17,42.91330564999953,2.3397255587818413,True,0,0,480,uniform,fixed,pick up the salad dressing and place it in the basket,/home/deepcybo-lite/peize/DreamZero-FBFM-LIBERO/results/dmzr_weight_aux_5ep/rms_0076376/tasks/libero_object/task_002/trajectories/trial_000.npz
