suite,task_id,trial_id,success,executed_steps,waves,elapsed_seconds,mean_inference_wave_seconds,actions_finite,model_seed,environment_seed,max_steps,solver_release_policy,model_seed_rule,task_description,trajectory
libero_spatial,6,0,True,247,31,154.97893551096786,4.737370387741976,True,0,0,480,uniform,fixed,pick up the black bowl next to the cookie box and place it on the plate,/mnt/project_eai_hs/zrm2/eval_isolated/dreamzero_feedback_a051933_kp00486968_20260727/runs/formal_libero40_fbfm_kp00486968_20_a051933/shards/gpu6/tasks/libero_spatial/task_006/trajectories/trial_000.npz
libero_spatial,6,1,True,107,14,63.077809347072616,4.081883319715659,True,0,0,480,uniform,fixed,pick up the black bowl next to the cookie box and place it on the plate,/mnt/project_eai_hs/zrm2/eval_isolated/dreamzero_feedback_a051933_kp00486968_20260727/runs/formal_libero40_fbfm_kp00486968_20_a051933/shards/gpu6/tasks/libero_spatial/task_006/trajectories/trial_001.npz
libero_spatial,6,2,True,107,14,64.7785260489909,4.125278264679946,True,0,0,480,uniform,fixed,pick up the black bowl next to the cookie box and place it on the plate,/mnt/project_eai_hs/zrm2/eval_isolated/dreamzero_feedback_a051933_kp00486968_20260727/runs/formal_libero40_fbfm_kp00486968_20_a051933/shards/gpu6/tasks/libero_spatial/task_006/trajectories/trial_002.npz
libero_spatial,6,3,True,106,14,63.24622164503671,4.087166256271303,True,0,0,480,uniform,fixed,pick up the black bowl next to the cookie box and place it on the plate,/mnt/project_eai_hs/zrm2/eval_isolated/dreamzero_feedback_a051933_kp00486968_20260727/runs/formal_libero40_fbfm_kp00486968_20_a051933/shards/gpu6/tasks/libero_spatial/task_006/trajectories/trial_003.npz
libero_spatial,6,4,True,259,33,149.91802566498518,4.33174405495554,True,0,0,480,uniform,fixed,pick up the black bowl next to the cookie box and place it on the plate,/mnt/project_eai_hs/zrm2/eval_isolated/dreamzero_feedback_a051933_kp00486968_20260727/runs/formal_libero40_fbfm_kp00486968_20_a051933/shards/gpu6/tasks/libero_spatial/task_006/trajectories/trial_004.npz
libero_spatial,6,5,True,115,15,81.46763303107582,4.896407477259345,True,0,0,480,uniform,fixed,pick up the black bowl next to the cookie box and place it on the plate,/mnt/project_eai_hs/zrm2/eval_isolated/dreamzero_feedback_a051933_kp00486968_20260727/runs/formal_libero40_fbfm_kp00486968_20_a051933/shards/gpu6/tasks/libero_spatial/task_006/trajectories/trial_005.npz
libero_spatial,6,6,True,113,15,66.03958576999139,3.999845475933398,True,0,0,480,uniform,fixed,pick up the black bowl next to the cookie box and place it on the plate,/mnt/project_eai_hs/zrm2/eval_isolated/dreamzero_feedback_a051933_kp00486968_20260727/runs/formal_libero40_fbfm_kp00486968_20_a051933/shards/gpu6/tasks/libero_spatial/task_006/trajectories/trial_006.npz
libero_spatial,6,7,True,108,14,66.03404079994652,4.2553901900304485,True,0,0,480,uniform,fixed,pick up the black bowl next to the cookie box and place it on the plate,/mnt/project_eai_hs/zrm2/eval_isolated/dreamzero_feedback_a051933_kp00486968_20260727/runs/formal_libero40_fbfm_kp00486968_20_a051933/shards/gpu6/tasks/libero_spatial/task_006/trajectories/trial_007.npz
libero_spatial,6,8,True,114,15,67.34337361203507,4.075875385118707,True,0,0,480,uniform,fixed,pick up the black bowl next to the cookie box and place it on the plate,/mnt/project_eai_hs/zrm2/eval_isolated/dreamzero_feedback_a051933_kp00486968_20260727/runs/formal_libero40_fbfm_kp00486968_20_a051933/shards/gpu6/tasks/libero_spatial/task_006/trajectories/trial_008.npz
libero_spatial,6,9,True,110,14,67.2248230651021,4.3477434612733,True,0,0,480,uniform,fixed,pick up the black bowl next to the cookie box and place it on the plate,/mnt/project_eai_hs/zrm2/eval_isolated/dreamzero_feedback_a051933_kp00486968_20260727/runs/formal_libero40_fbfm_kp00486968_20_a051933/shards/gpu6/tasks/libero_spatial/task_006/trajectories/trial_009.npz
libero_spatial,6,10,True,114,15,66.78218817303423,4.043140444700839,True,0,0,480,uniform,fixed,pick up the black bowl next to the cookie box and place it on the plate,/mnt/project_eai_hs/zrm2/eval_isolated/dreamzero_feedback_a051933_kp00486968_20260727/runs/formal_libero40_fbfm_kp00486968_20_a051933/shards/gpu6/tasks/libero_spatial/task_006/trajectories/trial_010.npz
libero_spatial,6,11,True,132,17,77.9286918489961,4.204864204007511,True,0,0,480,uniform,fixed,pick up the black bowl next to the cookie box and place it on the plate,/mnt/project_eai_hs/zrm2/eval_isolated/dreamzero_feedback_a051933_kp00486968_20260727/runs/formal_libero40_fbfm_kp00486968_20_a051933/shards/gpu6/tasks/libero_spatial/task_006/trajectories/trial_011.npz
libero_spatial,6,12,True,111,14,64.73571612802334,4.183796635797868,True,0,0,480,uniform,fixed,pick up the black bowl next to the cookie box and place it on the plate,/mnt/project_eai_hs/zrm2/eval_isolated/dreamzero_feedback_a051933_kp00486968_20260727/runs/formal_libero40_fbfm_kp00486968_20_a051933/shards/gpu6/tasks/libero_spatial/task_006/trajectories/trial_012.npz
libero_spatial,6,13,True,163,21,94.45303814590443,4.184663819715339,True,0,0,480,uniform,fixed,pick up the black bowl next to the cookie box and place it on the plate,/mnt/project_eai_hs/zrm2/eval_isolated/dreamzero_feedback_a051933_kp00486968_20260727/runs/formal_libero40_fbfm_kp00486968_20_a051933/shards/gpu6/tasks/libero_spatial/task_006/trajectories/trial_013.npz
libero_spatial,6,14,True,116,15,69.91362420993391,4.248630030888307,True,0,0,480,uniform,fixed,pick up the black bowl next to the cookie box and place it on the plate,/mnt/project_eai_hs/zrm2/eval_isolated/dreamzero_feedback_a051933_kp00486968_20260727/runs/formal_libero40_fbfm_kp00486968_20_a051933/shards/gpu6/tasks/libero_spatial/task_006/trajectories/trial_014.npz
libero_spatial,6,15,True,127,16,75.02354583493434,4.301755123285522,True,0,0,480,uniform,fixed,pick up the black bowl next to the cookie box and place it on the plate,/mnt/project_eai_hs/zrm2/eval_isolated/dreamzero_feedback_a051933_kp00486968_20260727/runs/formal_libero40_fbfm_kp00486968_20_a051933/shards/gpu6/tasks/libero_spatial/task_006/trajectories/trial_015.npz
libero_spatial,6,16,True,136,17,78.971795474994,4.26738370533955,True,0,0,480,uniform,fixed,pick up the black bowl next to the cookie box and place it on the plate,/mnt/project_eai_hs/zrm2/eval_isolated/dreamzero_feedback_a051933_kp00486968_20260727/runs/formal_libero40_fbfm_kp00486968_20_a051933/shards/gpu6/tasks/libero_spatial/task_006/trajectories/trial_016.npz
libero_spatial,6,17,True,185,24,110.23746114503592,4.31124364499934,True,0,0,480,uniform,fixed,pick up the black bowl next to the cookie box and place it on the plate,/mnt/project_eai_hs/zrm2/eval_isolated/dreamzero_feedback_a051933_kp00486968_20260727/runs/formal_libero40_fbfm_kp00486968_20_a051933/shards/gpu6/tasks/libero_spatial/task_006/trajectories/trial_017.npz
libero_spatial,6,18,True,109,14,64.91786512301769,4.181546123869096,True,0,0,480,uniform,fixed,pick up the black bowl next to the cookie box and place it on the plate,/mnt/project_eai_hs/zrm2/eval_isolated/dreamzero_feedback_a051933_kp00486968_20260727/runs/formal_libero40_fbfm_kp00486968_20_a051933/shards/gpu6/tasks/libero_spatial/task_006/trajectories/trial_018.npz
libero_spatial,6,19,True,108,14,66.96335328300484,4.335222654479245,True,0,0,480,uniform,fixed,pick up the black bowl next to the cookie box and place it on the plate,/mnt/project_eai_hs/zrm2/eval_isolated/dreamzero_feedback_a051933_kp00486968_20260727/runs/formal_libero40_fbfm_kp00486968_20_a051933/shards/gpu6/tasks/libero_spatial/task_006/trajectories/trial_019.npz
libero_object,4,0,True,188,24,112.30101689102594,4.373953027334064,True,0,0,480,uniform,fixed,pick up the ketchup and place it in the basket,/mnt/project_eai_hs/zrm2/eval_isolated/dreamzero_feedback_a051933_kp00486968_20260727/runs/formal_libero40_fbfm_kp00486968_20_a051933/shards/gpu6/tasks/libero_object/task_004/trajectories/trial_000.npz
libero_object,4,1,False,480,60,281.92220863804687,4.562359378125412,True,0,0,480,uniform,fixed,pick up the ketchup and place it in the basket,/mnt/project_eai_hs/zrm2/eval_isolated/dreamzero_feedback_a051933_kp00486968_20260727/runs/formal_libero40_fbfm_kp00486968_20_a051933/shards/gpu6/tasks/libero_object/task_004/trajectories/trial_001.npz
libero_object,4,2,False,480,60,274.6696848210413,4.4379815176133155,True,0,0,480,uniform,fixed,pick up the ketchup and place it in the basket,/mnt/project_eai_hs/zrm2/eval_isolated/dreamzero_feedback_a051933_kp00486968_20260727/runs/formal_libero40_fbfm_kp00486968_20_a051933/shards/gpu6/tasks/libero_object/task_004/trajectories/trial_002.npz
libero_object,4,3,True,223,28,128.90748099295888,4.353642366758291,True,0,0,480,uniform,fixed,pick up the ketchup and place it in the basket,/mnt/project_eai_hs/zrm2/eval_isolated/dreamzero_feedback_a051933_kp00486968_20260727/runs/formal_libero40_fbfm_kp00486968_20_a051933/shards/gpu6/tasks/libero_object/task_004/trajectories/trial_003.npz
libero_object,4,4,True,204,26,120.3801797660999,4.372799389788674,True,0,0,480,uniform,fixed,pick up the ketchup and place it in the basket,/mnt/project_eai_hs/zrm2/eval_isolated/dreamzero_feedback_a051933_kp00486968_20260727/runs/formal_libero40_fbfm_kp00486968_20_a051933/shards/gpu6/tasks/libero_object/task_004/trajectories/trial_004.npz
libero_object,4,5,False,480,60,281.0238533189986,4.535810105855668,True,0,0,480,uniform,fixed,pick up the ketchup and place it in the basket,/mnt/project_eai_hs/zrm2/eval_isolated/dreamzero_feedback_a051933_kp00486968_20260727/runs/formal_libero40_fbfm_kp00486968_20_a051933/shards/gpu6/tasks/libero_object/task_004/trajectories/trial_005.npz
libero_object,4,6,True,161,21,97.95993615291081,4.347415179866155,True,0,0,480,uniform,fixed,pick up the ketchup and place it in the basket,/mnt/project_eai_hs/zrm2/eval_isolated/dreamzero_feedback_a051933_kp00486968_20260727/runs/formal_libero40_fbfm_kp00486968_20_a051933/shards/gpu6/tasks/libero_object/task_004/trajectories/trial_006.npz
